,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,total
93,female,,some college,free/reduced,completed,married,sometimes,yes,3,school_bus,> 10,31,47,53,131
94,male,group E,some high school,standard,completed,widowed,never,yes,7,private,> 10,72,66,65,203
95,male,,some college,standard,none,single,regularly,,4,school_bus,05-Oct,69,70,66,205
96,female,group B,high school,free/reduced,completed,single,regularly,yes,2,private,05-Oct,42,55,60,157
97,female,group D,high school,standard,completed,married,regularly,no,2,private,05-Oct,81,90,88,259
98,male,group B,high school,standard,,divorced,sometimes,yes,0,,< 5,77,75,68,220
99,female,,some college,standard,completed,married,,no,2,private,05-Oct,67,86,85,238
100,female,group B,bachelor's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,81,79,78,238
101,female,group C,some high school,free/reduced,completed,single,sometimes,yes,0,school_bus,< 5,46,66,64,176
102,female,group B,some high school,standard,completed,single,sometimes,yes,0,,> 10,88,90,99,277
103,male,group A,master's degree,standard,none,married,sometimes,no,1,school_bus,05-Oct,90,82,85,257
104,male,group D,some college,free/reduced,none,single,regularly,no,1,,> 10,57,56,54,167
105,female,group C,associate's degree,standard,completed,married,sometimes,,1,private,05-Oct,79,91,97,267
106,female,group D,some college,standard,none,divorced,sometimes,yes,4,,> 10,77,77,79,233
107,female,group D,associate's degree,standard,none,married,sometimes,no,4,,> 10,86,83,85,254
108,female,group C,some high school,free/reduced,none,married,regularly,yes,3,school_bus,05-Oct,53,60,59,172
109,male,group B,some college,standard,none,married,never,yes,0,school_bus,05-Oct,83,82,80,245
110,male,group D,some high school,free/reduced,completed,divorced,sometimes,,1,school_bus,< 5,60,57,55,172
111,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,1,private,05-Oct,55,74,79,208
112,female,group C,,standard,none,married,regularly,yes,2,,05-Oct,59,78,74,211
113,female,group E,some college,free/reduced,completed,married,sometimes,yes,4,private,< 5,62,67,68,197
114,male,,some high school,standard,none,married,sometimes,yes,3,school_bus,05-Oct,52,54,52,158
115,male,group A,high school,standard,none,married,sometimes,yes,2,private,05-Oct,60,56,61,177
116,male,group B,high school,standard,none,married,regularly,yes,4,,05-Oct,70,71,62,203
117,male,group B,high school,free/reduced,completed,single,sometimes,no,1,school_bus,05-Oct,79,80,77,236
118,male,group C,bachelor's degree,free/reduced,completed,single,regularly,yes,1,school_bus,< 5,83,88,89,260
119,male,,some college,standard,completed,married,regularly,yes,2,,05-Oct,82,79,77,238
120,female,group A,some high school,standard,none,married,sometimes,no,2,private,05-Oct,62,67,67,196
121,female,group D,some college,standard,none,divorced,sometimes,yes,4,private,> 10,59,73,74,206
122,male,group B,high school,standard,completed,single,sometimes,yes,4,private,05-Oct,81,74,69,224
123,female,group E,bachelor's degree,free/reduced,none,single,sometimes,yes,1,,> 10,78,81,79,238
125,female,,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,05-Oct,57,63,72,192
126,male,group C,some high school,standard,none,single,sometimes,yes,4,private,< 5,51,54,44,149
127,female,group C,master's degree,standard,none,divorced,sometimes,yes,1,private,< 5,84,81,89,254
129,female,group B,high school,standard,,single,regularly,yes,2,private,> 10,76,80,78,234
130,female,group E,associate's degree,free/reduced,none,divorced,sometimes,no,5,school_bus,05-Oct,76,74,78,228
131,male,group B,high school,standard,none,divorced,sometimes,no,1,school_bus,> 10,58,51,42,151
132,female,group E,high school,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,76,86,87,249
133,male,group B,associate's degree,standard,completed,single,regularly,yes,2,private,05-Oct,63,59,63,185
134,female,group C,,standard,completed,married,regularly,yes,2,private,05-Oct,95,99,100,294
135,female,group C,some college,standard,none,married,sometimes,yes,2,private,< 5,60,56,59,175
136,female,group A,some college,standard,none,married,sometimes,yes,3,school_bus,< 5,64,72,74,210
137,female,group E,,standard,completed,single,regularly,yes,1,school_bus,05-Oct,80,73,79,232
138,female,group E,bachelor's degree,free/reduced,none,widowed,sometimes,yes,1,school_bus,> 10,87,77,86,250
139,male,group E,some high school,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,75,70,65,210
140,female,group B,some high school,free/reduced,none,single,sometimes,yes,4,private,05-Oct,61,72,65,198
141,female,group E,high school,free/reduced,completed,single,regularly,yes,3,private,> 10,91,90,97,278
142,female,group D,high school,free/reduced,none,married,sometimes,yes,0,school_bus,05-Oct,52,57,50,159
143,male,group D,bachelor's degree,standard,none,married,regularly,yes,2,private,< 5,48,49,48,145
144,female,group E,associate's degree,standard,none,divorced,sometimes,yes,1,private,05-Oct,97,100,98,295
145,male,group C,some college,standard,none,divorced,sometimes,no,1,school_bus,05-Oct,77,72,70,219
146,male,group C,bachelor's degree,standard,none,single,sometimes,no,1,school_bus,< 5,62,59,63,184
147,male,group C,some college,free/reduced,completed,married,never,no,1,private,05-Oct,55,59,62,176
148,female,group D,some high school,free/reduced,none,divorced,sometimes,yes,0,private,05-Oct,47,59,59,165
150,female,group E,some high school,standard,none,divorced,sometimes,no,3,private,< 5,42,37,38,117
151,male,group C,associate's degree,standard,none,single,sometimes,yes,,school_bus,< 5,74,67,65,206
152,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,0,school_bus,< 5,82,79,75,236
153,male,group D,some high school,standard,completed,divorced,regularly,yes,2,private,05-Oct,90,79,78,247
154,male,group D,associate's degree,standard,completed,married,sometimes,yes,1,,05-Oct,66,65,69,200
155,female,group C,some high school,standard,none,single,regularly,yes,3,school_bus,05-Oct,49,59,57,165
157,male,group E,some college,standard,completed,married,sometimes,no,1,school_bus,> 10,92,79,80,251
158,female,group A,some high school,free/reduced,none,married,sometimes,,1,private,05-Oct,33,48,41,122
160,female,group A,associate's degree,standard,none,divorced,regularly,yes,0,private,< 5,56,59,67,182
161,male,group C,master's degree,standard,none,divorced,sometimes,no,2,school_bus,< 5,88,79,84,251
162,female,group E,associate's degree,standard,none,married,regularly,no,2,school_bus,05-Oct,56,70,67,193
163,male,group D,master's degree,free/reduced,none,single,regularly,no,2,school_bus,> 10,58,53,53,164
164,male,group D,associate's degree,standard,none,married,sometimes,no,4,school_bus,05-Oct,57,46,55,158
165,male,group D,some high school,standard,none,married,never,yes,3,private,> 10,53,50,51,154
167,male,group A,associate's degree,standard,completed,,regularly,yes,4,private,< 5,67,79,76,222
168,male,group D,master's degree,standard,none,married,regularly,yes,3,school_bus,> 10,84,71,76,231
169,female,group C,some high school,free/reduced,none,divorced,sometimes,yes,3,,05-Oct,71,71,69,211
170,female,,some college,standard,none,single,sometimes,yes,0,private,< 5,64,68,64,196
171,female,group E,associate's degree,standard,none,married,regularly,,0,private,05-Oct,100,98,100,298
172,female,,some college,standard,none,single,regularly,yes,1,school_bus,> 10,64,65,70,199
173,female,group A,some college,standard,none,married,sometimes,no,1,private,05-Oct,80,77,76,233
174,male,group C,high school,standard,none,single,sometimes,no,2,school_bus,05-Oct,84,91,82,257
175,female,group C,,standard,completed,married,regularly,yes,3,school_bus,,92,98,100,290
176,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,,school_bus,05-Oct,72,84,80,236
177,female,group E,some high school,free/reduced,none,married,regularly,yes,6,school_bus,> 10,49,56,51,156
178,female,group C,some college,standard,none,married,regularly,yes,2,,05-Oct,80,79,80,239
179,male,group B,some college,free/reduced,completed,single,sometimes,yes,2,private,05-Oct,81,75,82,238
180,male,,some college,standard,completed,married,sometimes,yes,3,school_bus,> 10,80,79,74,233
181,male,group C,bachelor's degree,standard,none,single,regularly,no,2,private,< 5,70,69,66,205
182,female,group D,associate's degree,free/reduced,completed,married,sometimes,no,3,private,05-Oct,54,67,66,187
183,male,group B,some high school,standard,none,divorced,,yes,0,private,> 10,70,61,54,185
184,male,group D,associate's degree,standard,none,married,regularly,yes,3,school_bus,05-Oct,62,59,56,177
185,male,group C,some high school,free/reduced,none,divorced,sometimes,,1,school_bus,05-Oct,44,54,50,148
186,female,,some high school,free/reduced,none,married,regularly,no,2,school_bus,05-Oct,62,80,83,225
188,female,group C,some college,standard,none,married,sometimes,no,2,school_bus,> 10,61,73,62,196
189,male,group B,high school,standard,completed,single,sometimes,no,1,school_bus,,70,67,64,201
190,male,group D,high school,standard,completed,married,sometimes,yes,1,school_bus,< 5,46,53,49,148
191,female,group B,high school,free/reduced,none,married,regularly,no,1,,05-Oct,51,64,61,176
192,male,group E,high school,standard,none,widowed,sometimes,no,1,private,05-Oct,96,91,85,272
193,male,group C,bachelor's degree,standard,none,single,regularly,yes,3,school_bus,05-Oct,55,54,54,163
194,female,group D,some high school,free/reduced,completed,married,regularly,,2,private,< 5,67,83,86,236
195,female,group C,some high school,standard,none,married,regularly,yes,3,school_bus,> 10,49,50,44,143
196,male,group E,master's degree,free/reduced,completed,married,sometimes,no,3,private,< 5,95,89,95,279
197,female,group C,some high school,standard,completed,single,regularly,yes,2,school_bus,< 5,71,80,89,240
198,male,group D,,standard,none,married,never,yes,3,school_bus,< 5,58,55,54,167
199,female,group D,high school,free/reduced,completed,married,regularly,yes,0,school_bus,< 5,79,86,91,256
200,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,4,school_bus,05-Oct,44,50,48,142
201,female,group C,some college,free/reduced,none,married,sometimes,yes,0,private,< 5,50,56,51,157
202,female,group B,some college,standard,none,single,sometimes,yes,1,private,> 10,73,92,89,254
203,male,group E,master's degree,standard,none,single,sometimes,no,4,,< 5,97,89,89,275
204,female,group D,some college,standard,none,,sometimes,yes,4,school_bus,< 5,54,56,60,170
205,male,group E,high school,standard,none,married,sometimes,yes,1,school_bus,> 10,66,57,57,180
206,male,group E,some high school,standard,none,married,regularly,yes,2,school_bus,05-Oct,88,62,63,213
207,female,group E,,free/reduced,completed,divorced,sometimes,yes,0,school_bus,05-Oct,89,93,98,280
208,female,group B,some college,free/reduced,none,single,regularly,yes,4,private,05-Oct,52,65,63,180
209,male,group C,associate's degree,standard,completed,single,sometimes,no,2,private,05-Oct,99,97,96,292
210,female,group C,bachelor's degree,standard,none,married,never,no,3,school_bus,05-Oct,69,74,73,216
211,male,group C,high school,standard,none,married,sometimes,yes,,school_bus,< 5,84,81,80,245
212,female,group E,some high school,standard,completed,single,sometimes,no,3,school_bus,05-Oct,66,80,82,228
213,male,,,free/reduced,none,widowed,sometimes,yes,0,school_bus,< 5,71,75,75,221
214,female,,high school,standard,completed,single,sometimes,no,2,school_bus,05-Oct,51,71,66,188
215,female,group B,some high school,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,61,74,76,211
216,male,group D,high school,standard,none,married,sometimes,no,1,school_bus,< 5,61,60,53,174
217,male,group D,some college,free/reduced,none,divorced,regularly,no,2,school_bus,05-Oct,55,72,66,193
218,female,group D,high school,free/reduced,none,single,sometimes,yes,4,school_bus,05-Oct,52,56,64,172
219,female,group B,bachelor's degree,free/reduced,none,married,regularly,no,3,school_bus,< 5,54,61,67,182
220,female,group C,some high school,standard,none,single,regularly,no,2,,> 10,58,64,61,183
221,female,group E,high school,free/reduced,completed,single,sometimes,no,2,school_bus,> 10,82,93,87,262
222,female,group B,high school,free/reduced,completed,married,never,no,3,school_bus,05-Oct,52,71,67,190
223,female,group C,some college,standard,none,married,sometimes,yes,2,,05-Oct,62,78,79,219
224,male,group C,associate's degree,free/reduced,none,married,,no,4,school_bus,< 5,81,76,70,227
226,male,group E,some high school,standard,none,married,regularly,,1,private,05-Oct,77,66,52,195
227,female,group C,bachelor's degree,standard,none,divorced,never,yes,2,private,< 5,72,89,83,244
228,female,group B,associate's degree,free/reduced,none,married,never,no,2,school_bus,05-Oct,39,64,52,155
229,female,group D,,standard,none,divorced,regularly,yes,3,school_bus,> 10,88,100,100,288
230,male,group E,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,< 5,90,90,85,265
231,female,group D,some high school,standard,none,single,sometimes,,1,school_bus,> 10,78,79,85,242
232,female,group B,some high school,standard,completed,married,sometimes,no,2,school_bus,05-Oct,85,95,94,274
233,female,group C,associate's degree,standard,none,married,never,yes,2,private,05-Oct,69,79,78,226
234,female,group D,master's degree,standard,completed,married,sometimes,yes,1,school_bus,> 10,82,84,89,255
235,female,group B,associate's degree,free/reduced,,married,sometimes,no,4,school_bus,05-Oct,49,69,70,188
236,male,group D,some high school,standard,completed,single,regularly,yes,0,private,05-Oct,76,73,72,221
237,male,group B,bachelor's degree,standard,none,single,sometimes,yes,4,school_bus,< 5,75,75,71,221
238,male,group D,high school,free/reduced,completed,married,regularly,yes,0,school_bus,05-Oct,54,59,58,171
239,female,group C,,standard,none,single,never,no,2,school_bus,05-Oct,49,65,61,175
240,male,group B,some high school,free/reduced,,married,regularly,yes,2,private,< 5,58,53,46,157
241,male,group D,some college,standard,completed,married,sometimes,yes,2,school_bus,< 5,63,67,66,196
242,female,group C,bachelor's degree,standard,completed,married,regularly,yes,1,private,05-Oct,77,86,92,255
243,male,group D,some high school,standard,completed,married,regularly,yes,,school_bus,> 10,63,63,61,187
244,female,group D,some college,standard,none,single,regularly,yes,7,school_bus,< 5,45,53,52,150
245,female,group D,some college,standard,none,married,sometimes,no,3,private,> 10,55,62,63,180
246,female,group C,some high school,standard,completed,divorced,never,yes,0,school_bus,05-Oct,60,74,72,206
247,male,group E,some high school,free/reduced,completed,married,regularly,yes,1,,05-Oct,88,93,88,269
248,female,group B,high school,standard,none,married,never,yes,0,school_bus,< 5,49,60,54,163
249,female,group D,some high school,standard,none,single,regularly,no,3,school_bus,> 10,90,89,94,273
251,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,4,school_bus,< 5,80,84,79,243
252,female,group E,bachelor's degree,free/reduced,completed,married,never,no,1,private,< 5,63,67,69,199
253,female,group C,bachelor's degree,free/reduced,none,single,regularly,no,2,private,< 5,47,59,54,160
254,male,group B,high school,standard,none,divorced,sometimes,yes,2,,05-Oct,63,57,55,175
255,female,group D,some college,standard,none,married,sometimes,no,2,school_bus,05-Oct,88,90,94,272
256,female,group D,,standard,none,married,sometimes,yes,7,school_bus,< 5,69,71,70,210
257,female,group B,master's degree,standard,none,single,sometimes,yes,,private,05-Oct,68,88,85,241
258,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,05-Oct,74,73,71,218
259,male,group D,some college,standard,completed,married,regularly,yes,2,school_bus,> 10,62,55,62,179
260,female,group C,associate's degree,standard,none,married,sometimes,yes,0,school_bus,05-Oct,52,51,53,156
261,male,group D,high school,free/reduced,none,married,regularly,yes,5,,05-Oct,55,40,46,141
262,male,group C,associate's degree,free/reduced,completed,married,regularly,no,1,private,> 10,68,63,58,189
263,female,group E,,free/reduced,none,married,sometimes,no,1,private,< 5,72,74,66,212
264,female,group C,associate's degree,free/reduced,,married,sometimes,yes,4,school_bus,< 5,62,75,71,208
265,female,group D,some college,standard,none,single,regularly,yes,3,private,05-Oct,62,68,71,201
266,female,group D,associate's degree,standard,completed,married,regularly,yes,0,school_bus,05-Oct,73,77,75,225
267,female,group B,some high school,standard,none,married,sometimes,yes,5,private,05-Oct,39,43,42,124
268,female,,associate's degree,standard,completed,divorced,regularly,yes,2,school_bus,05-Oct,75,81,84,240
269,male,group A,bachelor's degree,standard,none,divorced,regularly,yes,4,private,< 5,91,83,83,257
271,male,group C,some college,standard,none,single,never,no,4,private,< 5,52,59,51,162
272,male,group B,master's degree,standard,none,married,regularly,yes,1,school_bus,05-Oct,76,80,72,228
273,female,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,5,private,05-Oct,62,82,76,220
274,male,group C,high school,standard,completed,widowed,never,yes,2,private,05-Oct,81,75,72,228
275,female,group D,associate's degree,standard,completed,married,regularly,yes,2,school_bus,05-Oct,87,86,90,263
276,male,group D,high school,standard,,married,never,yes,2,,05-Oct,47,41,39,127
277,male,group D,some high school,standard,none,married,sometimes,yes,1,private,< 5,30,23,23,76
278,male,group E,,free/reduced,none,married,sometimes,yes,1,private,05-Oct,82,80,68,230
279,female,group E,high school,standard,none,married,regularly,,0,school_bus,< 5,77,82,81,240
280,female,group D,some high school,standard,completed,married,regularly,yes,,private,05-Oct,76,86,90,252
281,female,group E,some college,free/reduced,completed,single,regularly,yes,5,,05-Oct,73,80,80,233
282,male,group E,some college,standard,none,married,never,yes,3,school_bus,< 5,79,76,68,223
283,female,group E,high school,standard,none,married,sometimes,yes,3,private,< 5,51,56,56,163
284,female,group C,some college,free/reduced,none,married,regularly,yes,0,private,< 5,78,83,85,246
285,male,,bachelor's degree,free/reduced,none,married,regularly,yes,0,,05-Oct,51,50,53,154
286,female,group D,some college,free/reduced,none,married,sometimes,yes,3,private,05-Oct,65,76,81,222
287,female,group D,some high school,standard,none,widowed,sometimes,yes,0,private,> 10,49,65,70,184
288,male,group C,some college,free/reduced,none,single,never,yes,1,school_bus,> 10,27,23,19,69
289,female,group A,some high school,free/reduced,none,single,regularly,no,4,school_bus,< 5,46,63,65,174
290,female,group D,high school,standard,none,married,regularly,,3,,< 5,76,81,82,239
291,female,group B,master's degree,standard,none,married,sometimes,yes,5,school_bus,05-Oct,73,84,76,233
292,female,group B,some college,free/reduced,none,widowed,regularly,yes,4,private,> 10,32,40,41,113
293,male,group B,some college,free/reduced,none,married,sometimes,no,1,,05-Oct,43,47,42,132
294,female,group B,some high school,free/reduced,none,married,regularly,no,5,private,< 5,35,45,42,122
295,female,group C,some college,standard,none,single,regularly,no,2,school_bus,< 5,56,71,68,195
296,female,group B,associate's degree,free/reduced,completed,married,regularly,yes,2,private,< 5,67,72,72,211
297,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,2,private,> 10,83,90,90,263
298,male,group C,associate's degree,standard,none,married,never,no,2,school_bus,< 5,85,77,78,240
301,female,group C,some college,standard,none,single,regularly,yes,2,school_bus,05-Oct,58,75,69,202
302,female,,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,,41,54,54,149
303,female,group B,associate's degree,standard,none,married,regularly,yes,1,private,05-Oct,60,59,68,187
304,male,group C,some high school,free/reduced,completed,married,sometimes,,3,private,< 5,72,80,75,227
305,male,group D,high school,standard,none,,regularly,yes,0,school_bus,05-Oct,90,81,79,250
306,female,group D,associate's degree,standard,completed,single,sometimes,no,1,school_bus,,83,100,100,283
307,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,68,84,82,234
308,male,group D,,standard,none,single,sometimes,yes,3,school_bus,05-Oct,81,73,71,225
309,female,,associate's degree,standard,none,married,regularly,no,3,school_bus,05-Oct,52,54,61,167
310,female,group C,high school,standard,,divorced,regularly,yes,2,school_bus,< 5,84,94,92,270
311,male,group B,some college,standard,completed,married,sometimes,yes,,private,< 5,66,58,65,189
312,male,group D,some high school,free/reduced,none,divorced,never,yes,3,school_bus,05-Oct,62,59,55,176
313,male,group E,some college,free/reduced,completed,single,sometimes,yes,2,school_bus,< 5,68,66,70,204
314,male,group B,associate's degree,standard,none,married,sometimes,yes,0,school_bus,05-Oct,64,60,61,185
315,male,group E,some high school,standard,completed,widowed,,yes,,,05-Oct,80,72,72,224
316,female,group E,associate's degree,standard,none,married,regularly,no,1,school_bus,05-Oct,93,95,100,288
317,female,group B,associate's degree,free/reduced,none,married,regularly,,1,school_bus,> 10,59,66,71,196
318,female,group D,associate's degree,free/reduced,none,married,regularly,yes,,school_bus,05-Oct,69,86,78,233
319,female,group E,,free/reduced,none,married,,yes,2,private,> 10,71,76,74,221
320,male,group B,some college,free/reduced,none,married,never,yes,1,private,05-Oct,63,67,59,189
321,male,group E,associate's degree,free/reduced,none,single,sometimes,yes,1,school_bus,> 10,80,64,68,212
322,female,group C,some college,free/reduced,none,married,regularly,yes,2,private,05-Oct,72,82,79,233
323,male,group C,master's degree,free/reduced,,single,sometimes,no,2,,05-Oct,75,76,73,224
325,male,group D,high school,free/reduced,none,single,sometimes,yes,1,private,05-Oct,47,60,48,155
326,male,group C,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,05-Oct,58,63,67,188
327,female,group B,high school,standard,none,married,never,yes,4,private,,24,43,40,107
328,male,group E,some high school,free/reduced,none,married,sometimes,yes,1,,05-Oct,73,65,54,192
329,male,group D,associate's degree,standard,none,divorced,sometimes,yes,4,private,> 10,94,92,93,279
330,female,group E,some college,free/reduced,completed,married,regularly,yes,5,school_bus,05-Oct,61,72,73,206
331,male,group B,associate's degree,standard,,single,sometimes,yes,3,private,05-Oct,44,49,43,136
332,male,group D,some college,free/reduced,completed,married,regularly,yes,5,,< 5,66,53,58,177
334,male,group D,bachelor's degree,standard,none,single,sometimes,,2,school_bus,> 10,88,79,82,249
335,female,,some high school,standard,completed,single,sometimes,yes,1,private,05-Oct,59,69,66,194
336,female,,some high school,standard,none,married,regularly,yes,0,private,> 10,48,57,57,162
337,female,group D,some college,free/reduced,completed,divorced,sometimes,yes,0,school_bus,> 10,51,82,82,215
338,female,group C,some college,standard,completed,divorced,regularly,yes,4,school_bus,> 10,46,45,50,141
339,female,group D,some high school,free/reduced,none,,never,,,private,> 10,48,58,60,166
340,male,group C,associate's degree,free/reduced,none,single,sometimes,yes,3,private,< 5,50,53,50,153
341,male,group B,some high school,free/reduced,none,single,regularly,yes,2,private,05-Oct,65,59,54,178
342,male,group B,some college,free/reduced,none,married,sometimes,no,4,school_bus,05-Oct,43,29,28,100
343,female,group C,some college,standard,none,married,sometimes,yes,3,school_bus,< 5,79,86,89,254
344,male,group D,associate's degree,standard,none,single,sometimes,yes,2,private,,63,45,46,154
345,female,group C,associate's degree,standard,none,married,regularly,yes,1,private,05-Oct,65,75,78,218
346,female,group B,high school,standard,none,divorced,sometimes,yes,0,school_bus,< 5,41,57,51,149
347,male,group D,associate's degree,standard,none,married,regularly,yes,0,private,05-Oct,83,65,68,216
348,male,group B,some college,standard,none,married,regularly,yes,3,school_bus,> 10,96,82,83,261
350,female,group E,master's degree,standard,completed,widowed,regularly,yes,0,private,05-Oct,86,80,87,253
352,female,group D,,free/reduced,none,single,sometimes,no,3,private,05-Oct,34,45,51,130
353,female,group B,some high school,standard,none,married,sometimes,yes,1,school_bus,,42,52,51,145
354,female,group E,some college,standard,,married,sometimes,yes,2,school_bus,05-Oct,76,80,76,232
355,male,group E,some college,standard,,divorced,regularly,yes,3,school_bus,< 5,89,86,83,258
356,male,group E,some high school,free/reduced,completed,married,sometimes,no,2,private,< 5,63,52,53,168
357,female,group E,bachelor's degree,standard,none,married,sometimes,yes,5,,05-Oct,87,88,93,268
358,male,,high school,free/reduced,completed,married,never,yes,5,school_bus,> 10,42,59,53,154
359,male,group D,,free/reduced,completed,married,sometimes,no,3,school_bus,05-Oct,69,77,74,220
360,female,group B,some college,free/reduced,none,married,regularly,yes,1,school_bus,05-Oct,49,60,58,167
361,female,group E,associate's degree,standard,completed,married,sometimes,no,1,school_bus,< 5,91,90,97,278
362,female,group C,associate's degree,standard,none,single,regularly,,4,school_bus,> 10,83,87,86,256
363,male,group C,bachelor's degree,standard,none,married,never,no,3,private,05-Oct,68,74,76,218
364,male,,bachelor's degree,standard,completed,single,regularly,,7,school_bus,05-Oct,93,92,89,274
365,male,group D,some college,standard,none,married,regularly,yes,7,school_bus,05-Oct,57,57,56,170
366,female,group C,associate's degree,free/reduced,completed,married,sometimes,no,1,school_bus,05-Oct,79,100,95,274
367,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,2,school_bus,05-Oct,90,84,84,258
368,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,73,75,78,226
369,female,group A,master's degree,free/reduced,completed,married,never,yes,3,school_bus,< 5,42,68,66,176
370,female,group B,high school,standard,none,single,sometimes,yes,4,school_bus,05-Oct,30,41,37,108
371,female,group D,associate's degree,standard,none,married,sometimes,yes,3,school_bus,05-Oct,71,86,82,239
372,male,group D,high school,standard,none,married,sometimes,no,5,private,05-Oct,60,48,44,152
373,male,group C,high school,free/reduced,completed,widowed,sometimes,yes,0,school_bus,05-Oct,54,59,57,170
374,female,group C,some college,free/reduced,none,single,sometimes,no,,school_bus,05-Oct,53,66,65,184
375,female,group C,high school,free/reduced,none,married,never,no,2,school_bus,< 5,54,54,55,163
376,female,group C,some high school,standard,none,divorced,sometimes,yes,3,school_bus,05-Oct,71,74,73,218
377,female,group C,some college,standard,none,married,sometimes,yes,1,private,05-Oct,59,72,65,196
378,female,group D,associate's degree,standard,completed,single,sometimes,yes,0,school_bus,05-Oct,48,59,64,171
379,male,group B,some high school,standard,completed,married,sometimes,yes,2,,05-Oct,75,69,66,210
380,male,group B,high school,standard,none,divorced,sometimes,no,,,05-Oct,57,56,50,163
381,female,group C,high school,standard,none,married,regularly,yes,,private,> 10,71,80,77,228
382,male,group C,some high school,standard,none,,sometimes,yes,0,private,05-Oct,63,57,50,170
383,female,,bachelor's degree,free/reduced,none,single,sometimes,no,1,school_bus,< 5,47,48,50,145
384,male,group D,some high school,standard,completed,married,regularly,yes,1,,< 5,68,73,77,218
385,female,group D,high school,standard,completed,married,sometimes,yes,1,school_bus,> 10,96,100,100,296
386,female,group D,some college,free/reduced,completed,married,never,yes,7,school_bus,< 5,46,68,63,177
388,female,group B,some college,standard,completed,married,sometimes,yes,0,private,05-Oct,81,81,87,249
389,male,group D,master's degree,standard,none,,sometimes,yes,2,school_bus,05-Oct,56,55,49,160
390,male,group D,some college,standard,none,married,regularly,yes,1,school_bus,05-Oct,57,55,52,164
392,female,group E,some high school,free/reduced,none,single,never,yes,0,private,05-Oct,75,88,82,245
393,female,group D,high school,free/reduced,completed,divorced,sometimes,yes,3,,05-Oct,83,92,96,271
394,male,group D,associate's degree,free/reduced,completed,single,regularly,yes,5,school_bus,05-Oct,75,71,77,223
395,male,group D,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,< 5,47,44,36,127
396,male,group C,some high school,free/reduced,none,married,never,yes,1,private,05-Oct,43,46,39,128
397,male,group C,,free/reduced,none,married,regularly,yes,2,school_bus,05-Oct,51,55,54,160
398,female,group E,bachelor's degree,standard,none,single,regularly,yes,1,school_bus,> 10,96,95,93,284
399,male,group E,high school,standard,none,married,sometimes,yes,2,school_bus,05-Oct,69,69,57,195
400,female,group C,high school,standard,none,married,never,yes,3,school_bus,05-Oct,52,69,67,188
401,male,group B,some high school,standard,none,married,never,yes,2,private,> 10,63,56,41,160
402,male,group C,some college,standard,completed,married,regularly,yes,2,private,05-Oct,78,86,88,252
403,male,group E,some high school,standard,none,married,never,yes,2,,05-Oct,80,70,62,212
404,female,group D,some high school,standard,completed,married,regularly,yes,1,school_bus,< 5,87,99,100,286
405,male,group E,some high school,standard,none,married,sometimes,yes,1,school_bus,< 5,89,74,71,234
406,female,group D,high school,standard,none,married,never,no,1,,05-Oct,53,47,50,150
407,male,group D,associate's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,70,60,62,192
408,female,group C,some college,free/reduced,none,married,sometimes,no,3,private,05-Oct,52,59,66,177
409,female,group C,bachelor's degree,standard,none,single,sometimes,yes,2,school_bus,< 5,58,67,69,194
410,male,group A,,free/reduced,completed,divorced,sometimes,yes,,school_bus,05-Oct,60,60,61,181
411,male,group E,some high school,standard,completed,married,regularly,no,3,school_bus,05-Oct,88,78,75,241
412,male,group C,,standard,completed,single,sometimes,yes,0,school_bus,05-Oct,95,96,96,287
413,male,group C,some high school,standard,,married,sometimes,yes,3,private,05-Oct,91,95,91,277
414,male,group C,high school,free/reduced,none,single,sometimes,yes,4,school_bus,< 5,19,21,16,56
415,female,group D,some college,standard,none,married,never,yes,1,school_bus,> 10,71,82,82,235
416,male,group C,some high school,standard,,single,regularly,yes,2,private,< 5,83,85,85,253
417,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,,private,05-Oct,51,46,48,145
418,male,group B,,standard,none,single,never,yes,0,school_bus,05-Oct,77,73,66,216
